ID,Team A,Team B,A,B,Tournament,Phase,Extra
3135,Alkis P,Apostolos T,10,0,Athens XXI,,
3136,Nikos A,Panayotis P,4,8,Athens XXI,,
3137,Vasilis K,Apostolos T,5,0,Athens XXI,,
3138,Panayotis P,Spyros P,6,7,Athens XXI,,
3139,Nikos A,Alkis P,6,2,Athens XXI,,
3140,Panayotis P,Vasilis K,7,4,Athens XXI,,
3141,Apostolos T,Nikos A,1,5,Athens XXI,,
3142,Spyros P,Alkis P,4,5,Athens XXI,,
3143,Vasilis K,Nikos A,3,8,Athens XXI,,
3144,Alkis P,Panayotis P,5,2,Athens XXI,,
3145,Spyros P,Apostolos T,9,5,Athens XXI,,
3146,Alkis P,Vasilis K,9,3,Athens XXI,,
3147,Nikos A,Spyros P,5,6,Athens XXI,,
3148,Panayotis P,Apostolos T,6,3,Athens XXI,,
3149,Vasilis K,Spyros P,2,2,Athens XXI,,
3150,Apostolos T,Alkis P,0,6,Athens XXI,,
3151,Panayotis P,Nikos A,2,3,Athens XXI,,
3152,Nikos A,Alkis P,4,2,Athens XXII,,
3153,Vasilis K,George K,4,3,Athens XXII,,
3154,Alkis P,Vasilis K,4,3,Athens XXII,,
3155,George K,Nikos A,5,4,Athens XXII,,
3156,Vasilis K,Nikos A,3,5,Athens XXII,,
3157,Alkis P,George K,9,3,Athens XXII,,
3158,Alkis P,Nikos A,4,7,Athens XXII,,
3159,George K,Vasilis K,8,3,Athens XXII,,
3160,Vasilis K,Alkis P,3,3,Athens XXII,,
3161,Nikos A,George K,3,2,Athens XXII,,
3162,Nikos A,Vasilis K,7,5,Athens XXII,,
3163,George K,Alkis P,4,3,Athens XXII,,
3164,James L,Robert S,3,5,London XI,,
3165,Steve S,Simon B,6,3,London XI,,
3166,Robert S,Simon B,5,3,London XI,,
3167,Steve S,James L,4,3,London XI,,
3168,Steve S,Robert S,2,4,London XI,,
3169,Simon B,James L,3,1,London XI,,
3170,Robert S,James L,1,2,London XI,,
3171,Simon B,Steve S,1,2,London XI,,
3172,Simon B,Robert S,4,6,London XI,,
3173,James L,Steve S,4,2,London XI,,
3174,Robert S,Steve S,5,4,London XI,,
3175,James L,Simon B,4,3,London XI,,
3176,G E Land,Kjetil M,1,0,Grimstad II,,
3177,Rolf B,Glenn L,0,8,Grimstad II,,
3178,Kjetil M,Rolf B,3,0,Grimstad II,,
3179,G E Land,Glenn L,0,7,Grimstad II,,
3180,Klaus Lo,Kjetil M,14,0,Grimstad II,,
3181,Glenn L,Kjetil M,6,0,Grimstad II,,
3182,G E Land,Rolf B,1,1,Grimstad II,,
3183,Glenn L,Klaus Lo,2,8,Grimstad II,,
3184,G E Land,Klaus Lo,0,8,Grimstad II,,
3185,Klaus Lo,Rolf B,15,0,Grimstad II,,
3186,G E Land,Kjetil M,0,1,Grimstad II,,
3187,Kjetil M,G E Land,1,2,Grimstad II,,
3188,G E Land,Glenn L,0,2,Grimstad II,,
3189,Klaus Lo,G E Land,5,0,Grimstad II,,
3190,Klaus Lo,Kjetil M,5,0,Grimstad II,,
3191,Rolf B,G E Land,0,0,Grimstad II,,
3192,Klaus Lo,Rolf B,6,0,Grimstad II,,
3193,Kjetil M,Rolf B,4,0,Grimstad II,,
3194,Rolf B,Glenn L,0,6,Grimstad II,,
3195,Glenn L,Kjetil M,7,0,Grimstad II,,
3196,Klaus Lo,Glenn L,6,0,Grimstad II,,
3197,Glenn L,Rolf B,4,0,Grimstad III,,
3198,Rolf B,Erik J,0,1,Grimstad III,,
3199,G E Land,Rolf B,2,1,Grimstad III,,
3200,G E Land,Glenn L,0,0,Grimstad III,,
3201,Klaus Lo,Rolf B,4,0,Grimstad III,,
3202,Erik J,G E Land,0,2,Grimstad III,,
3203,G E Land,Klaus Lo,1,4,Grimstad III,,
3204,Glenn L,Klaus Lo,1,1,Grimstad III,,
3205,Klaus Lo,Erik J,8,0,Grimstad III,,
3206,Erik J,Glenn L,0,5,Grimstad III,,
3207,Rolf B,Glenn L,0,5,Grimstad III,,
3208,Glenn L,Erik J,6,0,Grimstad III,,
3209,G E Land,Glenn L,0,1,Grimstad III,,
3210,Rolf B,Erik J,1,0,Grimstad III,,
3211,G E Land,Klaus Lo,1,2,Grimstad III,,
3212,Rolf B,G E Land,0,1,Grimstad III,,
3213,Klaus Lo,Erik J,11,0,Grimstad III,,
3214,Rolf B,Klaus Lo,0,3,Grimstad III,,
3215,G E Land,Erik J,0,0,Grimstad III,,
3216,Glenn L,Klaus Lo,2,4,Grimstad III,,
3217,Klaus Lo,Espen T,4,0,Kristiansand II,,
3218,Aasmund F,Jon C,3,0,Kristiansand II,,
3219,Oskar B,Jens K,0,1,Kristiansand II,,
3220,Glenn L,Kjetil B,3,0,Kristiansand II,,
3221,Espen T,Glenn L,0,2,Kristiansand II,,
3222,Jon C,Klaus Lo,1,7,Kristiansand II,,
3223,Jens K,Aasmund F,0,5,Kristiansand II,,
3224,Kjetil B,Oskar B,3,1,Kristiansand II,,
3225,Oskar B,Espen T,2,0,Kristiansand II,,
3226,Glenn L,Jon C,6,0,Kristiansand II,,
3227,Klaus Lo,Jens K,10,0,Kristiansand II,,
3228,Aasmund F,Kjetil B,0,1,Kristiansand II,,
3229,Espen T,Aasmund F,0,2,Kristiansand II,,
3230,Jon C,Oskar B,1,1,Kristiansand II,,
3231,Jens K,Glenn L,1,3,Kristiansand II,,
3232,Kjetil B,Klaus Lo,0,7,Kristiansand II,,
3233,Jens K,Jon C,0,1,Kristiansand II,,
3234,Kjetil B,Espen T,2,1,Kristiansand II,,
3235,Aasmund F,Oskar B,1,0,Kristiansand II,,
3236,Klaus Lo,Glenn L,2,0,Kristiansand II,,
3237,Espen T,Jens K,1,1,Kristiansand II,,
3238,Jon C,Kjetil B,0,0,Kristiansand II,,
3239,Glenn L,Aasmund F,3,2,Kristiansand II,,
3240,Oskar B,Klaus Lo,0,1,Kristiansand II,,
3241,Jon C,Espen T,0,1,Kristiansand II,,
3242,Kjetil B,Jens K,1,1,Kristiansand II,,
3243,Oskar B,Glenn L,0,1,Kristiansand II,,
3244,Klaus Lo,Aasmund F,3,0,Kristiansand II,,
3245,Jens K,Oskar B,0,1,Kristiansand II Cup,,
3246,Jon C,Espen T,1,1,Kristiansand II Cup,,(0-0) 7-6pen
3247,Jens K,Espen T,1,1,Kristiansand II Cup,,(0-0) 4-2pen
3248,Oskar B,Jon C,1,0,Kristiansand II Cup,,
3249,Glenn L,Aasmund F,3,0,Kristiansand II Cup,,
3250,Klaus Lo,Kjetil B,5,0,Kristiansand II Cup,,
3251,Aasmund F,Kjetil B,0,1,Kristiansand II Cup,,
3252,Glenn L,Klaus Lo,3,4,Kristiansand II Cup,,
3253,Martin J,Nick H,6,0,Newent I,,
3254,Mark W,Robert S,1,6,Newent I,,
3255,Martin B,James B,3,1,Newent I,,
3256,Nick H,Robert S,0,7,Newent I,,
3257,James B,Mark W,5,3,Newent I,,
3258,Martin B,Trevor D,8,4,Newent I,,
3259,Robert S,James B,2,3,Newent I,,
3260,Martin J,Martin B,1,1,Newent I,,
3261,Mark W,Trevor D,3,3,Newent I,,
3262,Nick H,James B,1,4,Newent I,,
3263,Trevor D,Robert S,3,6,Newent I,,
3264,Mark W,Martin J,3,6,Newent I,,
3265,Martin B,Nick H,11,0,Newent I,,
3266,James B,Trevor D,5,7,Newent I,,
3267,Robert S,Martin J,6,4,Newent I,,
3268,Nick H,Trevor D,0,7,Newent I,,
3269,Mark W,Martin B,2,3,Newent I,,
3270,Martin J,James B,4,0,Newent I,,
3271,Mark W,Nick H,7,0,Newent I,,
3272,Trevor D,Martin J,4,4,Newent I,,
3273,Martin B,Robert S,4,3,Newent I,,
3274,Nick H,Martin J,1,7,Newent I,,
3275,Robert S,Mark W,6,2,Newent I,,
3276,James B,Martin B,4,3,Newent I,,
3277,Robert S,Nick H,9,0,Newent I,,
3278,Mark W,James B,2,3,Newent I,,
3279,Trevor D,Martin B,9,4,Newent I,,
3280,James B,Robert S,3,2,Newent I,,
3281,Martin B,Martin J,0,6,Newent I,,
3282,Trevor D,Mark W,6,2,Newent I,,
3283,James B,Nick H,10,0,Newent I,,
3284,Robert S,Trevor D,5,6,Newent I,,
3285,Martin J,Mark W,4,2,Newent I,,
3286,Nick H,Martin B,1,9,Newent I,,
3287,Trevor D,James B,6,0,Newent I,,
3288,Martin J,Robert S,9,1,Newent I,,
3289,Trevor D,Nick H,14,0,Newent I,,
3290,Martin B,Mark W,6,2,Newent I,,
3291,James B,Martin J,1,9,Newent I,,
3292,Nick H,Mark W,0,3,Newent I,,
3293,Martin J,Trevor D,4,2,Newent I,,
3294,Robert S,Martin B,5,4,Newent I,,
3295,Nikos A,Panayotis P,3,3,Athens XXIII,,
3296,Alkis P,George K,8,2,Athens XXIII,,
3297,Panayotis P,Alkis P,7,4,Athens XXIII,,
3298,George K,Vasilis K,4,3,Athens XXIII,,
3299,Alkis P,Nikos A,6,2,Athens XXIII,,
3300,Vasilis K,Panayotis P,0,8,Athens XXIII,,
3301,Alkis P,Vasilis K,3,1,Athens XXIII,,
3302,Nikos A,George K,6,1,Athens XXIII,,
3303,Vasilis K,Nikos A,3,4,Athens XXIII,,
3304,Panayotis P,George K,7,2,Athens XXIII,,
3305,Panayotis P,Nikos A,7,6,Athens XXIII,,
3306,George K,Alkis P,6,4,Athens XXIII,,
3307,Alkis P,Panayotis P,3,8,Athens XXIII,,
3308,Vasilis K,George K,0,1,Athens XXIII,,
3309,Nikos A,Alkis P,4,6,Athens XXIII,,
3310,Panayotis P,Vasilis K,5,2,Athens XXIII,,
3311,Vasilis K,Alkis P,2,8,Athens XXIII,,
3312,George K,Nikos A,3,3,Athens XXIII,,
3313,Nikos A,Vasilis K,6,2,Athens XXIII,,
3314,George K,Panayotis P,2,4,Athens XXIII,,
3315,Steve S,James L,2,4,London XII,,
3316,Simon B,Robert S,5,1,London XII,,
3317,James L,Robert S,2,0,London XII,,
3318,Simon B,Steve S,2,3,London XII,,
3319,Simon B,James L,3,3,London XII,,
3320,Robert S,Steve S,6,2,London XII,,
3321,James L,Steve S,1,0,London XII,,
3322,Robert S,Simon B,6,2,London XII,,
3323,Robert S,James L,7,2,London XII,,
3324,Steve S,Simon B,3,3,London XII,,
3325,James L,Simon B,7,3,London XII,,
3326,Steve S,Robert S,3,3,London XII,,
3327,Steve S,James L,3,4,London XII,,
3328,Simon B,Robert S,5,5,London XII,,
3329,James L,Robert S,6,2,London XII,,
3330,Simon B,Steve S,1,1,London XII,,
3331,Simon B,James L,3,5,London XII,,
3332,Robert S,Steve S,3,2,London XII,,
3333,James L,Steve S,7,2,London XII,,
3334,Robert S,Simon B,7,3,London XII,,
3335,Robert S,James L,6,3,London XII,,
3336,Steve S,Simon B,5,3,London XII,,
3337,James L,Simon B,5,3,London XII,,
3338,Steve S,Robert S,4,2,London XII,,
3339,Knut L,Niels T,2,1,World Cup III,Round 1 - Group A,
3340,Mark E,Alkis P,1,10,World Cup III,Round 1 - Group A,
3341,Giacomo T,Nikos A,3,5,World Cup III,Round 1 - Group A,
3342,Riemer P,Christian D,4,3,World Cup III,Round 1 - Group A,
3343,Niels T,Alkis P,0,10,World Cup III,Round 1 - Group A,
3344,Nikos A,Knut L,9,3,World Cup III,Round 1 - Group A,
3345,Christian D,Mark E,12,1,World Cup III,Round 1 - Group A,
3346,Riemer P,Giacomo T,5,1,World Cup III,Round 1 - Group A,
3347,Nikos A,Niels T,6,1,World Cup III,Round 1 - Group A,
3348,Alkis P,Christian D,7,0,World Cup III,Round 1 - Group A,
3349,Knut L,Riemer P,3,3,World Cup III,Round 1 - Group A,
3350,Mark E,Giacomo T,1,4,World Cup III,Round 1 - Group A,
3351,Niels T,Christian D,1,3,World Cup III,Round 1 - Group A,
3352,Riemer P,Nikos A,3,7,World Cup III,Round 1 - Group A,
3353,Giacomo T,Alkis P,1,5,World Cup III,Round 1 - Group A,
3354,Mark E,Knut L,1,2,World Cup III,Round 1 - Group A,
3355,Riemer P,Niels T,4,1,World Cup III,Round 1 - Group A,
3356,Christian D,Giacomo T,1,3,World Cup III,Round 1 - Group A,
3357,Nikos A,Mark E,7,0,World Cup III,Round 1 - Group A,
3358,Alkis P,Knut L,8,0,World Cup III,Round 1 - Group A,
3359,Niels T,Giacomo T,2,3,World Cup III,Round 1 - Group A,
3360,Mark E,Riemer P,0,2,World Cup III,Round 1 - Group A,
3361,Knut L,Christian D,0,6,World Cup III,Round 1 - Group A,
3362,Alkis P,Nikos A,5,2,World Cup III,Round 1 - Group A,
3363,Mark E,Niels T,3,1,World Cup III,Round 1 - Group A,
3364,Giacomo T,Knut L,1,2,World Cup III,Round 1 - Group A,
3365,Riemer P,Alkis P,0,6,World Cup III,Round 1 - Group A,
3366,Christian D,Nikos A,1,4,World Cup III,Round 1 - Group A,
3367,Niels T,Knut L,0,0,World Cup III,Round 1 - Group A,
3368,Alkis P,Mark E,11,0,World Cup III,Round 1 - Group A,
3369,Nikos A,Giacomo T,7,1,World Cup III,Round 1 - Group A,
3370,Christian D,Riemer P,4,2,World Cup III,Round 1 - Group A,
3371,Alkis P,Niels T,12,1,World Cup III,Round 1 - Group A,
3372,Knut L,Nikos A,4,10,World Cup III,Round 1 - Group A,
3373,Mark E,Christian D,4,8,World Cup III,Round 1 - Group A,
3374,Giacomo T,Riemer P,3,4,World Cup III,Round 1 - Group A,
3375,Niels T,Nikos A,0,5,World Cup III,Round 1 - Group A,
3376,Christian D,Alkis P,2,9,World Cup III,Round 1 - Group A,
3377,Riemer P,Knut L,4,2,World Cup III,Round 1 - Group A,
3378,Giacomo T,Mark E,4,1,World Cup III,Round 1 - Group A,
3379,Christian D,Niels T,2,0,World Cup III,Round 1 - Group A,
3380,Nikos A,Riemer P,7,1,World Cup III,Round 1 - Group A,
3381,Alkis P,Giacomo T,10,0,World Cup III,Round 1 - Group A,
3382,Knut L,Mark E,5,1,World Cup III,Round 1 - Group A,
3383,Niels T,Riemer P,2,5,World Cup III,Round 1 - Group A,
3384,Giacomo T,Christian D,4,2,World Cup III,Round 1 - Group A,
3385,Mark E,Nikos A,3,5,World Cup III,Round 1 - Group A,
3386,Knut L,Alkis P,3,7,World Cup III,Round 1 - Group A,
3387,Giacomo T,Niels T,2,0,World Cup III,Round 1 - Group A,
3388,Riemer P,Mark E,4,2,World Cup III,Round 1 - Group A,
3389,Christian D,Knut L,3,0,World Cup III,Round 1 - Group A,
3390,Nikos A,Alkis P,6,4,World Cup III,Round 1 - Group A,
3391,Niels T,Mark E,0,3,World Cup III,Round 1 - Group A,
3392,Knut L,Giacomo T,2,3,World Cup III,Round 1 - Group A,
3393,Alkis P,Riemer P,8,0,World Cup III,Round 1 - Group A,
3394,Nikos A,Christian D,2,0,World Cup III,Round 1 - Group A,
3395,Matthias D,Nick H,6,0,World Cup III,Round 1 - Group B,
3396,Gunther W,Klaus Lo,1,13,World Cup III,Round 1 - Group B,
3397,Evert V,Mark P,1,6,World Cup III,Round 1 - Group B,
3398,Glenn L,Robert S,0,6,World Cup III,Round 1 - Group B,
3399,Nick H,Klaus Lo,1,9,World Cup III,Round 1 - Group B,
3400,Mark P,Matthias D,8,1,World Cup III,Round 1 - Group B,
3401,Robert S,Gunther W,12,1,World Cup III,Round 1 - Group B,
3402,Glenn L,Evert V,3,1,World Cup III,Round 1 - Group B,
3403,Mark P,Nick H,8,0,World Cup III,Round 1 - Group B,
3404,Klaus Lo,Robert S,6,1,World Cup III,Round 1 - Group B,
3405,Matthias D,Glenn L,2,4,World Cup III,Round 1 - Group B,
3406,Gunther W,Evert V,3,7,World Cup III,Round 1 - Group B,
3407,Nick H,Robert S,0,8,World Cup III,Round 1 - Group B,
3408,Glenn L,Mark P,2,6,World Cup III,Round 1 - Group B,
3409,Evert V,Klaus Lo,1,12,World Cup III,Round 1 - Group B,
3410,Gunther W,Matthias D,0,3,World Cup III,Round 1 - Group B,
3411,Glenn L,Nick H,8,1,World Cup III,Round 1 - Group B,
3412,Robert S,Evert V,9,1,World Cup III,Round 1 - Group B,
3413,Mark P,Gunther W,3,0,World Cup III,Round 1 - Group B,
3414,Klaus Lo,Matthias D,12,1,World Cup III,Round 1 - Group B,
3415,Nick H,Evert V,1,4,World Cup III,Round 1 - Group B,
3416,Gunther W,Glenn L,1,5,World Cup III,Round 1 - Group B,
3417,Matthias D,Robert S,0,9,World Cup III,Round 1 - Group B,
3418,Klaus Lo,Mark P,7,3,World Cup III,Round 1 - Group B,
3419,Gunther W,Nick H,3,1,World Cup III,Round 1 - Group B,
3420,Evert V,Matthias D,3,3,World Cup III,Round 1 - Group B,
3421,Glenn L,Klaus Lo,0,4,World Cup III,Round 1 - Group B,
3422,Robert S,Mark P,4,3,World Cup III,Round 1 - Group B,
3423,Nick H,Matthias D,0,6,World Cup III,Round 1 - Group B,
3424,Klaus Lo,Gunther W,13,1,World Cup III,Round 1 - Group B,
3425,Mark P,Evert V,5,0,World Cup III,Round 1 - Group B,
3426,Robert S,Glenn L,3,1,World Cup III,Round 1 - Group B,
3427,Klaus Lo,Nick H,15,0,World Cup III,Round 1 - Group B,
3428,Matthias D,Mark P,5,7,World Cup III,Round 1 - Group B,
3429,Gunther W,Robert S,0,10,World Cup III,Round 1 - Group B,
3430,Evert V,Glenn L,3,2,World Cup III,Round 1 - Group B,
3431,Nick H,Mark P,0,6,World Cup III,Round 1 - Group B,
3432,Robert S,Klaus Lo,4,6,World Cup III,Round 1 - Group B,
3433,Glenn L,Matthias D,5,2,World Cup III,Round 1 - Group B,
3434,Evert V,Gunther W,8,1,World Cup III,Round 1 - Group B,
3435,Robert S,Nick H,9,1,World Cup III,Round 1 - Group B,
3436,Mark P,Glenn L,5,4,World Cup III,Round 1 - Group B,
3437,Klaus Lo,Evert V,7,2,World Cup III,Round 1 - Group B,
3438,Matthias D,Gunther W,6,1,World Cup III,Round 1 - Group B,
3439,Nick H,Glenn L,0,6,World Cup III,Round 1 - Group B,
3440,Evert V,Robert S,0,7,World Cup III,Round 1 - Group B,
3441,Gunther W,Mark P,2,10,World Cup III,Round 1 - Group B,
3442,Matthias D,Klaus Lo,2,12,World Cup III,Round 1 - Group B,
3443,Evert V,Nick H,6,0,World Cup III,Round 1 - Group B,
3444,Glenn L,Gunther W,5,1,World Cup III,Round 1 - Group B,
3445,Robert S,Matthias D,8,2,World Cup III,Round 1 - Group B,
3446,Mark P,Klaus Lo,1,5,World Cup III,Round 1 - Group B,
3447,Nick H,Gunther W,1,0,World Cup III,Round 1 - Group B,
3448,Matthias D,Evert V,4,5,World Cup III,Round 1 - Group B,
3449,Klaus Lo,Glenn L,10,1,World Cup III,Round 1 - Group B,
3450,Mark P,Robert S,5,2,World Cup III,Round 1 - Group B,
3451,Luitzen B,Panayotis P,1,10,World Cup III,Round 1 - Group C,
3452,Rodolfo M,Gianluca T,3,4,World Cup III,Round 1 - Group C,
3453,James B,Martin B,3,3,World Cup III,Round 1 - Group C,
3454,Gianluca T,Alex B,6,1,World Cup III,Round 1 - Group C,
3455,Martin B,Luitzen B,9,0,World Cup III,Round 1 - Group C,
3456,James B,Rodolfo M,1,4,World Cup III,Round 1 - Group C,
3457,Panayotis P,Martin B,5,1,World Cup III,Round 1 - Group C,
3458,Alex B,James B,0,2,World Cup III,Round 1 - Group C,
3459,Luitzen B,Rodolfo M,3,2,World Cup III,Round 1 - Group C,
3460,James B,Gianluca T,1,6,World Cup III,Round 1 - Group C,
3461,Rodolfo M,Panayotis P,3,7,World Cup III,Round 1 - Group C,
3462,Luitzen B,Alex B,3,0,World Cup III,Round 1 - Group C,
3463,Martin B,Rodolfo M,5,3,World Cup III,Round 1 - Group C,
3464,Gianluca T,Luitzen B,7,1,World Cup III,Round 1 - Group C,
3465,Panayotis P,Alex B,5,0,World Cup III,Round 1 - Group C,
3466,Luitzen B,James B,0,5,World Cup III,Round 1 - Group C,
3467,Alex B,Martin B,3,9,World Cup III,Round 1 - Group C,
3468,Panayotis P,Gianluca T,3,5,World Cup III,Round 1 - Group C,
3469,Rodolfo M,Alex B,5,0,World Cup III,Round 1 - Group C,
3470,James B,Panayotis P,1,5,World Cup III,Round 1 - Group C,
3471,Martin B,Gianluca T,3,3,World Cup III,Round 1 - Group C,
3472,Panayotis P,Luitzen B,8,1,World Cup III,Round 1 - Group C,
3473,Gianluca T,Rodolfo M,6,6,World Cup III,Round 1 - Group C,
3474,Martin B,James B,5,3,World Cup III,Round 1 - Group C,
3475,Alex B,Gianluca T,0,5,World Cup III,Round 1 - Group C,
3476,Luitzen B,Martin B,2,5,World Cup III,Round 1 - Group C,
3477,Rodolfo M,James B,2,2,World Cup III,Round 1 - Group C,
3478,Martin B,Panayotis P,4,4,World Cup III,Round 1 - Group C,
3479,James B,Alex B,3,1,World Cup III,Round 1 - Group C,
3480,Rodolfo M,Luitzen B,5,2,World Cup III,Round 1 - Group C,
3481,Gianluca T,James B,1,3,World Cup III,Round 1 - Group C,
3482,Panayotis P,Rodolfo M,10,1,World Cup III,Round 1 - Group C,
3483,Alex B,Luitzen B,2,0,World Cup III,Round 1 - Group C,
3484,Rodolfo M,Martin B,4,9,World Cup III,Round 1 - Group C,
3485,Luitzen B,Gianluca T,3,7,World Cup III,Round 1 - Group C,
3486,Alex B,Panayotis P,1,2,World Cup III,Round 1 - Group C,
3487,James B,Luitzen B,2,0,World Cup III,Round 1 - Group C,
3488,Martin B,Alex B,5,0,World Cup III,Round 1 - Group C,
3489,Gianluca T,Panayotis P,3,6,World Cup III,Round 1 - Group C,
3490,Alex B,Rodolfo M,0,2,World Cup III,Round 1 - Group C,
3491,Panayotis P,James B,4,3,World Cup III,Round 1 - Group C,
3492,Gianluca T,Martin B,2,2,World Cup III,Round 1 - Group C,
3493,Pascal V,Wolf H,2,0,World Cup III,Round 1 - Group D,
3494,Jorg P,Martin J,2,6,World Cup III,Round 1 - Group D,
3495,Mark W,Spyros P,1,5,World Cup III,Round 1 - Group D,
3496,Kees V,Steve C,1,2,World Cup III,Round 1 - Group D,
3497,Wolf H,Martin J,0,10,World Cup III,Round 1 - Group D,
3498,Spyros P,Pascal V,7,0,World Cup III,Round 1 - Group D,
3499,Steve C,Jorg P,7,1,World Cup III,Round 1 - Group D,
3500,Kees V,Mark W,2,2,World Cup III,Round 1 - Group D,
3501,Spyros P,Wolf H,9,0,World Cup III,Round 1 - Group D,
3502,Martin J,Steve C,7,2,World Cup III,Round 1 - Group D,
3503,Pascal V,Kees V,1,3,World Cup III,Round 1 - Group D,
3504,Jorg P,Mark W,4,3,World Cup III,Round 1 - Group D,
3505,Wolf H,Steve C,0,8,World Cup III,Round 1 - Group D,
3506,Kees V,Spyros P,2,2,World Cup III,Round 1 - Group D,
3507,Mark W,Martin J,1,9,World Cup III,Round 1 - Group D,
3508,Jorg P,Pascal V,3,2,World Cup III,Round 1 - Group D,
3509,Kees V,Wolf H,6,0,World Cup III,Round 1 - Group D,
3510,Steve C,Mark W,3,2,World Cup III,Round 1 - Group D,
3511,Spyros P,Jorg P,14,1,World Cup III,Round 1 - Group D,
3512,Martin J,Pascal V,7,2,World Cup III,Round 1 - Group D,
3513,Wolf H,Mark W,0,6,World Cup III,Round 1 - Group D,
3514,Jorg P,Kees V,3,5,World Cup III,Round 1 - Group D,
3515,Pascal V,Steve C,0,3,World Cup III,Round 1 - Group D,
3516,Martin J,Spyros P,6,3,World Cup III,Round 1 - Group D,
3517,Jorg P,Wolf H,2,1,World Cup III,Round 1 - Group D,
3518,Mark W,Pascal V,5,0,World Cup III,Round 1 - Group D,
3519,Kees V,Martin J,1,8,World Cup III,Round 1 - Group D,
3520,Steve C,Spyros P,4,2,World Cup III,Round 1 - Group D,
3521,Wolf H,Pascal V,0,2,World Cup III,Round 1 - Group D,
3522,Martin J,Jorg P,6,1,World Cup III,Round 1 - Group D,
3523,Spyros P,Mark W,12,3,World Cup III,Round 1 - Group D,
3524,Steve C,Kees V,1,0,World Cup III,Round 1 - Group D,
3525,Martin J,Wolf H,12,1,World Cup III,Round 1 - Group D,
3526,Pascal V,Spyros P,0,5,World Cup III,Round 1 - Group D,
3527,Jorg P,Steve C,4,4,World Cup III,Round 1 - Group D,
3528,Mark W,Kees V,4,3,World Cup III,Round 1 - Group D,
3529,Wolf H,Spyros P,3,8,World Cup III,Round 1 - Group D,
3530,Steve C,Martin J,4,8,World Cup III,Round 1 - Group D,
3531,Kees V,Pascal V,9,1,World Cup III,Round 1 - Group D,
3532,Mark W,Jorg P,4,1,World Cup III,Round 1 - Group D,
3533,Steve C,Wolf H,10,0,World Cup III,Round 1 - Group D,
3534,Spyros P,Kees V,9,4,World Cup III,Round 1 - Group D,
3535,Martin J,Mark W,7,2,World Cup III,Round 1 - Group D,
3536,Pascal V,Jorg P,1,3,World Cup III,Round 1 - Group D,
3537,Wolf H,Kees V,3,5,World Cup III,Round 1 - Group D,
3538,Mark W,Steve C,1,7,World Cup III,Round 1 - Group D,
3539,Jorg P,Spyros P,6,10,World Cup III,Round 1 - Group D,
3540,Pascal V,Martin J,3,6,World Cup III,Round 1 - Group D,
3541,Mark W,Wolf H,6,1,World Cup III,Round 1 - Group D,
3542,Kees V,Jorg P,2,3,World Cup III,Round 1 - Group D,
3543,Steve C,Pascal V,6,2,World Cup III,Round 1 - Group D,
3544,Spyros P,Martin J,5,4,World Cup III,Round 1 - Group D,
3545,Wolf H,Jorg P,3,5,World Cup III,Round 1 - Group D,
3546,Pascal V,Mark W,1,6,World Cup III,Round 1 - Group D,
3547,Martin J,Kees V,6,3,World Cup III,Round 1 - Group D,
3548,Spyros P,Steve C,6,6,World Cup III,Round 1 - Group D,
3549,Glenn L,Alkis P,2,5,World Cup III,Round 2 - Group E,
3550,Gianluca T,Steve C,6,2,World Cup III,Round 2 - Group E,
3551,Alkis P,Steve C,6,0,World Cup III,Round 2 - Group E,
3552,Gianluca T,Glenn L,5,0,World Cup III,Round 2 - Group E,
3553,Gianluca T,Alkis P,3,5,World Cup III,Round 2 - Group E,
3554,Steve C,Glenn L,6,2,World Cup III,Round 2 - Group E,
3555,Alkis P,Glenn L,8,4,World Cup III,Round 2 - Group E,
3556,Steve C,Gianluca T,2,5,World Cup III,Round 2 - Group E,
3557,Steve C,Alkis P,4,4,World Cup III,Round 2 - Group E,
3558,Glenn L,Gianluca T,0,3,World Cup III,Round 2 - Group E,
3559,Alkis P,Gianluca T,4,7,World Cup III,Round 2 - Group E,
3560,Glenn L,Steve C,4,4,World Cup III,Round 2 - Group E,
3561,Giacomo T,Klaus Lo,2,3,World Cup III,Round 2 - Group F,
3562,Spyros P,Martin B,3,5,World Cup III,Round 2 - Group F,
3563,Klaus Lo,Martin B,3,3,World Cup III,Round 2 - Group F,
3564,Spyros P,Giacomo T,2,1,World Cup III,Round 2 - Group F,
3565,Spyros P,Klaus Lo,5,3,World Cup III,Round 2 - Group F,
3566,Martin B,Giacomo T,3,0,World Cup III,Round 2 - Group F,
3567,Klaus Lo,Giacomo T,5,1,World Cup III,Round 2 - Group F,
3568,Martin B,Spyros P,5,0,World Cup III,Round 2 - Group F,
3569,Martin B,Klaus Lo,6,7,World Cup III,Round 2 - Group F,
3570,Giacomo T,Spyros P,4,3,World Cup III,Round 2 - Group F,
3571,Klaus Lo,Spyros P,6,5,World Cup III,Round 2 - Group F,
3572,Giacomo T,Martin B,1,4,World Cup III,Round 2 - Group F,
3573,Mark W,Panayotis P,1,6,World Cup III,Round 2 - Group G,
3574,Riemer P,Mark P,2,5,World Cup III,Round 2 - Group G,
3575,Panayotis P,Mark P,3,5,World Cup III,Round 2 - Group G,
3576,Riemer P,Mark W,2,1,World Cup III,Round 2 - Group G,
3577,Riemer P,Panayotis P,1,3,World Cup III,Round 2 - Group G,
3578,Mark P,Mark W,4,3,World Cup III,Round 2 - Group G,
